location,latitude,longitude,pagenumber,map_order,pagenumber_first,pagenumber_last,loc_name_shelley,loc_name_18c,loc_name_modern,loc_type,action_emotive_victor,action_emotive_creature,action_emotive_walton,action_emotive_clerval,action_emotive_alphonse,action_emotive_caroline,action_emotive_elizabeth,action_emotive_william,action_emotive_justine,action_emotive_felix,action_emotive_safie,action_emotive_agatha,action_emotive_delacey,action_emotive_waldman,action_emotive_krempe,action_emotive_kirwin,action_emotive_ernest,action_physical_victor,action_physical_creature,action_physical_walton,action_physical_clerval,action_physical_alphonse,action_physical_caroline,action_physical_elizabeth,action_physical_william,action_physical_justine,action_physical_felix,action_physical_safie,action_physical_agatha,action_physical_waldman,action_physical_krempe,action_physical_kirwin,action_physical_ernest,nature_setting,nature_loc,nature_aesthetic,nature_weather,nature_time,nature_topography,name_narrator,name_actant1,name_actant2,name_actant3,name_actant4,name_actant5,name_ref1,name_ref2,name_ref3,name_ref4,name_ref5,name_book1,name_book2,name_book3,name_book4,name_book5,extract,,,,,,
34Greecevol1ch3,37.9838,23.7275,34,,34,34,Greece,Greece,Greece,loc_topmarker,madness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,,nature_na,Victor,Victor,,,,,,,,,,,,,,,"""If this rule were always observed; if no man allowed any pursuit whatsoever to interfere with the tranquility of his domestic affections, Greece had not been enslaved...""",,,,,,
34EmpireofPeruvol1ch3,-13.269689,-72.552931,34,,34,34,Empire of Peru,,Peru,loc_topmarker,madness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,,,Victor,Victor,,,,,,,,,,,,,,,"""...and the empires of Mexico and Peru had not been destroyed.""",,,,,,
34Americavol1ch3,40.7128,-74.006,34,,34,34,America,America,North America,loc_topmarker,madness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,,,Victor,Victor,,,,,,,,,,,,,,,"""...America would have been discovered more gradually...""",,,,,,
34EmpiresofMexicovol1ch3,19.623859,-99.153356,34,,34,34,Empires of Mexico,,,loc_topmarker,madness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,,,Victor,Victor,,,,,,,,,,,,,,,"""...and the empires of Mexico and Peru had not been destroyed.""",,,,,,
34Frankenstein'sWorkshopvol1ch3,48.7625,11.4194,34,,34,34,(Frankenstein's) Workshop,Institut fur Anatomie,Deutsches Medizinhistorishches Museum,loc_action,madness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,,,,Victor,Victor,,,,,,,,,,,,,,,"""I kept my workshop of filthy creation; my eyeballs were starting from their sockets in attending to the details of my employment.""",,,,,,
34dissectingroomvol1ch3,,,34,,34,34,dissecting room,,,loc_action,madness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,,,,Victor,Victor,,,,,,,,,,,,,,,"""The dissecting room and the slaughter-house furnished many of my materials; and often did my human nature turn with loathing from my occupation.""",,,,,,
34slaughterhousevol1ch3,,,34,,34,34,slaughter-house,,,loc_action,madness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,,,,Victor,Victor,,,,,,,,,,,,,,,"""The dissecting room and the slaughter-house furnished many of my materials; and often did my human nature turn with loathing from my occupation.""",,,,,,
37myownroomv1ch4,48.763149,11.418396,38,,38,40,my own room,,,loc_action,fear,,,contempt,,,,,,,,,,,,,,action_physical_learningsolitary,,,action_physical_waiting,,,,,,,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_revulsion,nature_weather_rain,nature_time_day,nature_plain,Victor,Victor,Clerval,,,,Creature,,,,,,,,,,"“I then reflected, and the thought made me shiver, that the creature whom I had left in my apartment might still be there, alive, and walking about. I dreaded to behold this monster; but I feared still more that Henry should see him. Entreating him therefore to remain a few minutes at the bottom of the stairs, I darted up towards my own room. My hand was already on the lock of the door before I recollected myself. I then paused; and a cold shivering came over me. I threw the door forcibly open, as children are accustomed to do when they expect a spectre to stand in waiting for them on the other side; but nothing appeared. I stepped fearfully in: the apartment was empty; and my bedroom was also freed from its hideous guest. I could hardly believe that so great a good-fortune could have befallen me; but when I became assured that my enemy had indeed fled, I clapped my hands for joy, and ran down to Clerval.” (Shelley 2012:38)",,,,,,
40ingolstadtv1ch5,48.76355278,11.425,40,,40,40,Ingolstadt,Ingolftadt,Ingolstadt,loc_topmarker,sadness,,,contempt,,,fear,,,,,,,,,,,action_physical_learningsolitary,,,action_physical_waiting,,,action_physical_dialogue,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_sublime,nature_weather_na,nature_time_day,nature_plain,Elizabeth,Victor,Clerval,,,,Clerval,Alphonse,The Frankenstein family,Caroline,,,,,,,"“If this is your present temper, my friend, you will perhaps be glad to see a letter that has been lying here some days for you: it is from your dear cousin, I believe.” Clerval then put the following letter into my hands.” (Shelley 2012:40)

“Surely, Victor, you must have been exceedingly ill; and this makes us all very wretched, as much so nearly as after the death of your dear mother. My uncle was almost persuaded that you were indeed dangerously ill, and could hardly be restrained from undertaking a journey to Ingolstadt. Clerval always writes that you are getting better; I eagerly hope that you will confirm this intelligence soon in your own hand-writing; for indeed, indeed, Victor, we are all very miserable on this account.” (Shelley 2012:40)",,,,,,
48thelakev1ch6,46.433333,6.55,48,,48,49,The Lake,Lac Léman,Lake Léman,loc_path,sadness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_sea,Victor,Victor,,,,,Lausanne,The Alps,Geneva,,,"Byron’s ""Childe Harold’s Pilgrimage"" (1816)",,,,,"“I remained two days at Lausanne, in this painful state of mind. I contemplated the lake: the waters were placid; all around was calm, and the snowy mountains, “the palaces of nature,” were not changed. By the degrees the calm and heavenly scene restored me, and I continued my journey towards Geneva.” (Shelley 2012:48-49)",,,,,,
48thesnowymountainsv1ch6,46.55549778,8.556831106,48,,48,49,The Snowy Mountains,Les Alpes,Les Alpes,loc_zone,sadness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_beautiful,,nature_time_day,nature_mountain,Victor,Victor,,,,,Lake Geneva,Lausanne,,,,"	Byron’s ""Childe Harold’s Pilgrimage"" (1816)",,,,,"“I remained two days at Lausanne, in this painful state of mind. I contemplated the lake: the waters were placid; all around was calm, and the snowy mountains, “the palaces of nature,” were not changed. By the degrees the calm and heavenly scene restored me, and I continued my journey towards Geneva.” (Shelley 2012:48-49)",,,,,,
48lausannev1ch6,46.5197,6.6323,48,,48,49,Lausanne,Lausanne,Lausanne,loc_path,sadness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_village,nature_loc_interior,nature_aesthetic_revulsion,nature_weather_clear,nature_time_day,nature_coastal,Victor,Victor,,,,,Lake Geneva,The Alps,Geneva,,,"""the palaces of nature"" - Byron's ""Childe Harold's Pilgrimage"" (1816)",,,,,"“I remained two days at Lausanne, in this painful state of mind. I contemplated the lake: the waters were placid; all around was calm, and the snowy mountains, “the palaces of nature,” where not changed. By degrees the calm and heavenly scene restored me, and I continued my journey towards Geneva.” (Shelley 2012:48-49)",,,,,,
50montsalêvev1ch6,46.094167,6.140278,50,,50,51,Mont Salêve,Mont Salêve,Mont Salêve,loc_action,despair,emotionless,,,,,,,,,,,,,,,,action_physical_learningsolitary,action_physical_traveling,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_revulsion,nature_weather_thunderstorm,nature_time_night,nature_mountain,Victor,Victor,Creature,,,,Plainpalais,The hill that bounds Plainpalais,,,,,,,,,"“The figure passed me quickly, and I lost it in the gloom. Nothing in human shape could have destroyed that fair child. He was the murderer! I could not doubt it. The mere presence of the idea was an irresistible proof of the fact. I thought of pursuing the devil; but it would have been in vain, for another flash discovered him to me hanging among the rocks of the nearly perpendicular ascent of Mont Salêve, a hill that bounds Plainpalais on the south. He soon reached the summit, and disappeared.” (Shelley 2012:50)",,,,,,
50switzerlandv1ch6,46.95,7.45,50,,50,50,Switzerland,Switzerland,Switzerland,loc_topmarker,sadness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_sublime,nature_weather_thunderstorm,nature_time_night,nature_mountain,Victor,,,,,,Lake Geneva,Belrive,Copêt,Jura,"Môle, a peaked mountain to the east of the lake",,,,,,"“The storm, as is often the case in Switzerland, appeared at once in various parts of the heavens. The most violent storm hung exactly north of the town, over that part of the lake which lies between the promontory of Belrive and the village of Copêt. Another storm enlightened Jura with faint flashes; and another darkened and sometimes disclosed the Môle, a peaked mountain to the east of the lake.” (Shelley 2012:50)",,,,,,
50ahillthatboundsplainpalaisv1ch6,,,50,,50,50,A hill that bounds plainpalais,,A hill in the southern area of Plainpalais,loc_zone,surprise,emotionless,,,,,,,,,,,,,,,,action_physical_learningsolitary,action_physical_traveling,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_sublime,nature_weather_thunderstorm,nature_time_night,nature_mountain,Victor,Creature,,,,,Mont Salêve,Plainpalais,,,,,,,,,"“The figure passed me quickly, and I lost it in the gloom. Nothing in human shape could have destroyed that fair child. He was the murderer! I could not doubt it. The mere presence of the idea was an irresistible proof of the fact. I thought of pursuing the devil; but it would have been in vain, for another flash discovered him to me hanging among the rocks of the nearly perpendicular ascent of Mont Salêve, a hill that bounds Plainpalais on the south. He soon reached the summit, and disappeared.” (Shelley 2012:50)",,,,,,
51ingolstadtv1ch6,48.766667,11.433333,51,,51,51,Ingolstadt,Ingolstadt,Ingolstadt,loc_projected,sadness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_plain,Victor,Victor,Alphonse,,,,,,,,,,,,,,“…I stood in the same place where I had last embraced my father before my departure for Ingolstadt.” (Shelley 2012:51),,,,,,
51montsalêvev1ch6,46.094167,6.1402789,51,,50,51,Mont Salêve,Mont Salêve,Mont Salêve,loc_topmarker,,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_revulsion,nature_weather_na,nature_time_day,nature_mountain,Victor,,,,,,Creature,,,,,,,,,,"“My first thought was to discover what I knew of the murderer, and cause instant I had to tell. But I paused when I reflected on the story that I had to tell. A being whom I myself had formed, and endued with life, had met me at midnight among the precipices of an inaccessible mountain…I well knew that if any other had communicated such a relation to me, I should have looked upon it as the ravings of insanity. Besides, the strange nature of the animal would elude all pursuit, even if I were so far credited as to persuade my relatives to commence it. Besides, of what use would be pursuit? Who could arrest a creature capable of scaling the overhanging sides of Mont Salêve?” (Shelley 2012:51)",,,,,,
57thecourtv1ch7,46.200969,6.14635,57,,57,57,The Court,Hotel de Ville de Geneve,Hotel de Ville de Geneve,loc_action,despair,,,,,,,,guilt,,,,,,,,,action_physical_learningsolitary,,,,,,,,action_physical_waiting,,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_sublime,nature_weather_na,nature_time_day,nature_coastal,Victor,Justine,Victor,The judges,The officer,,,,,,,,,,,,"“I passed a night of unmingled wretchedness. In the morning I went to the court; my lips and throat were parched. I dared not ask the fatal question; but I was known, and the officer guessed the cause of my visit. The ballots had been thrown; they were all black, and Justine was condemned. I cannot pretend to describe what I then felt. I had before experienced sensations of horror; and I have endeavoured to bestow upon them adequate expressions, but words cannot convey an idea of the heart-sickening despair that I then endured. The person to whom I addressed myself added, that Justine had already confessed her guilt. “That evidence,” he observed, “was hardly required in so glaring a case, but I am glad of it; and, indeed none of our judges like to condemn a criminal upon circumstantial evidence, be it ever so decisive.” (Shelley 2012:57)",,,,,,
62highestpeakoftheAndesch8,-32.653,-70.011,62,,62,62,"""highest peak of the Andes""",,Aconcagua,loc_projected,anger,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_sublime,,,nature_mountain,Victor,,,,,,Victor,Creature,,,,,,,,,"""When I reflected on his 
crimes and malice, my hatred and revenge burst all bounds 
of moderation. I would have made a pilgrimage to the highest 
peak of the Andes, could I, when there, have precipitated 
him to their base.""",,,,,,
69hutv2ch2,45.850474,6.897196,69,,69,105,Hut upon the mountain,,,loc_action,guilt,longing,,,,,,,,,,,,,,,,action_physical_learningsolitary,action_physical_dialogue,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_interior,nature_aesthetic_na,nature_weather_snow,nature_time_night,nature_mountain,Creature,Creature,Victor,,,,Frankenstein Family,Cottager Family,Ingolstadt's citizens,Villagers,,,,,,,"""'Hear my tale; it is long and strange, and the temperature of this place is not fitting to your fine sensations; come to the hut upon the mountain.""'",,,,,,
70Frankenstein's'lab'v2ch3,48.76291667,11.42138889,70,,70,70,original area of my being,Landefuniverfität Ingolftadt,,loc_projected,surprise,,,,,,,,,,,,,,,,,action_physical_learningsolitary,action_physical_learningsolitary,,,,,,,,,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,,,,Creature ,Creature,,,,,,,,,,,,,,,"""'It is with considerable difficulty that I remember the original aera of my being:'"" ",,,,,,
107Englandch17,51.50735,0.127758,107,,107,107,England,England,England,loc_topmarker,contentment,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,,,,,Alphonse,,,,,,,,,,"""...and I sometimes thought of obtaining my father's consent to visit England for this purpose; but I clung to every pretense of delay, and could not resolve to interrupt my returning tranquility.""",,,,,,
109Englandch17,51.50735,0.127758,109,,107,109,England,England,England,loc_projected,longing,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,,,,,,,,,,,,,,,"""I remembered also the necessity imposed upon me of either journeying to England, or entering into a long correspondence with those philosophers of that country, whose knowledge and discoveries were of indispensable use to me in my present undertaking.""",,,,,,
113Londonch18,51.50735,0.127758,113,,113,113,London,London,London,loc_zone,madness,,,longing,,,,,,,,,,,,,,action_physical_learningsolitary,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"""London was our point of rest; we determined to remain several months in this wonderful and celebrated city.""",,,,,,
117Switzerlandch18,46.204392,6.143158,117,,117,118,Switzerland,Switzerland,Swiss Confederation,loc_projected,longing,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_mountain,Victor,Victor,,,,,,,,,,,,,,,"""I thought of Switzerland; it was far different from this desolate and appalling landscape.""",,,,,,
119Europech19,50.850347,4.351722,119,,118,119,Europe,Europe,Europe,loc_projected,suspicion,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,,nature_na,Victor,Victor,,,,,,,,,,,,,,,"""Even if they were to leave Europe, and inhabit the deserts of the new world...""",,,,,,
122Francech19,48.856614,2.352222,122,,122,122,France,La France,French Republic,loc_topmarker,contentment,,,longing,,,,,,,,,,,,,,action_physical_learningsolitary,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“I saw a fishing boat land close to me, and one of the men brought me a packet; it contained letters from Geneva, and one from Clerval, entreating me to join him. He said that nearly a year had passed since we had quitted Switzerland, and France was yet unvisited. He entreated me, therefore, to leave my solitary isle, and meet him at Perth…”",,,,,,
122Perthch19,56.395,-3.426636,122,,122,122,Perth,Perth,Perth,loc_topmarker,contentment,,,longing,,,,,,,,,,,,,,action_physical_learningsolitary,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“I saw a fishing boat land close to me, and one of the men brought me a packet; it contained letters from Geneva, and one from Clerval, entreating me to join him. He said that nearly a year had passed since we had quitted Switzerland, and France was yet unvisited. He entreated me, therefore, to leave my solitary isle, and meet him at Perth…”",,,,,,
122Genevach19,46.204392,6.143158,122,,122,122,Geneva,Genève,Genève,loc_topmarker,contentment,,,longing,,,,,,,,,,,,,,action_physical_learningsolitary,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“I saw a fishing boat land close to me, and one of the men brought me a packet; it contained letters from Geneva, and one from Clerval, entreating me to join him. He said that nearly a year had passed since we had quitted Switzerland, and France was yet unvisited. He entreated me, therefore, to leave my solitary isle, and meet him at Perth…”",,,,,,
122Switzerlandch19,46.204392,6.143158,122,,122,122,Switzerland,Switzerland,Swiss Confederation,loc_topmarker,contentment,,,longing,,,,,,,,,,,,,,action_physical_learningsolitary,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“I saw a fishing boat land close to me, and one of the men brought me a packet; it contained letters from Geneva, and one from Clerval, entreating me to join him. He said that nearly a year had passed since we had quitted Switzerland, and France was yet unvisited. He entreated me, therefore, to leave my solitary isle, and meet him at Perth…”",,,,,,
132Ingolstadtv3ch4,48.76835528,11.425,132,,132,132,Ingolstadt,Ingolstadt,Ingolstadt,loc_projected,contempt,anger,,,,,,,,,,,,,,,,action_physical_learningsolitary,action_physical_hiding,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,,,,Victor Frankenstein,Victor Frankenstein,Creature,,,,Clerval,mother,Creature,,,,,,,,"""...when I reflected that I should soon see Geneva. The past appeared to me in the light of a frightful dream... I repassed, in my memory, my whole life, my quiet happiness while residing with my family in Geneva, the death of my mother, and my departure for Ingolstadt. I remembered the shuddering at the mad enthusiasm that hurried me on to the creation of my hideous enemy, and I called to mind the night during which he first lived. I was unable to pursue the train of thought; a thousand feelings pressed upon me, and I wept bitterly.""",,,,,,
132Genevav3ch4,46.2044,6.1432,132,,132,132,Geneva,Genéve,Genéve,loc_projected,fear,anger,,,contentment,,,,,,,,,,,,,action_physical_learningsolitary,action_physical_hiding,action_physical_learningsolitary,,,,,,,,,,,,,,nature_setting_city,,nature_aesthetic_na,,,,Victor Frankenstein,Victor Frankenstein,,,,,Alphonse,mother,family,,,,,,,,"""...when I reflected that I should soon see Geneva. The past appeared to me in the light of a frightful dream... I repassed, in my memory, my whole life, my quiet happiness while residing with my family in Geneva, the death of my mother, and my departure for Ingolstadt...""",,,,,,
132Genevav3ch4,46.2044,6.1432,132,,132,132,Geneva,Genéve,Genéve,loc_projected,fear,anger,,,contentment,,,,,,,,,,,,,action_physical_learningsolitary,action_physical_hiding,action_physical_learningsolitary,,,,,,,,,,,,,,nature_setting_city,,nature_aesthetic_na,,,,Victor Frankenstein,Victor Frankenstein,,,,,Alphonse,mother,family,,,,,,,,"""...when I reflected that I should soon see Geneva. The past appeared to me in the light of a frightful dream... I repassed, in my memory, my whole life, my quiet happiness while residing with my family in Geneva, the death of my mother, and my departure for Ingolstadt...""",,,,,,
133theinnat--v3ch5,,,133,,133,133,inn,inn,vacancy,loc_projected,sadness,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,,,,nature_aesthetic_na,,,,Frankenstein,Frankenstein,,,,,Clerval,Creature,,,,,,,,,"""I preferred this plan, principally because I dreaded to see again those places in which I had enjoyed a few moments of tranquility with my beloved Clerval. I thought with horror of seeing again those persons whom we had been accustomed to visit together, and who might make inquiries concerning an event, the very remembrance of which made me again feel the pang I endured when I gazed on his lifeless form in the inn at --.""",,,,,,
,48.8566,2.3522,134,,134,134,Paris,Paris,Paris,loc_topmarker,longing,anger,,,emotionless,,longing,,,,,,,,,,,action_physical_learningsolitary,,,,,,action_physical_dialogue,,,,,,,,,,,,nature_aesthetic_na,,,,Elizabeth,Alphonse,Frankenstein,Elizabeth,,,Alphonse,Frankenstein,,,,,,,,,"""It gave me the greatest pleasure to receive a letter from my uncle dated at Paris; you are no longer at a formidable distance, and I may hope to see you in less than a fortnight.""",,,,,,
134Genevav3ch5,46.2044,6.1432,134,,134,134,Geneva,Genéve,Genéve,loc_projected,,,,,,,fear,,,,,,,,,,,action_physical_learningsolitary,,,,,,action_physical_dialogue,,,,,,,,,,,,nature_aesthetic_na,,,,Elizabeth,Frankenstein,Elizabeth,,,,Frankenstein,,,,,,,,,,"""I expect to see you looking even more ill than when you quitted Geneva.""",,,,,,
145Genevav3ch7,46.2044,6.1432,145,,145,145,Geneva,Genéve,Genéve,loc_topmarker,anger,contempt,,,,,,,,,,,,,,,,action_physical_learningsolitary,action_physical_hiding,,,,,,,,,,,,,,,nature_setting_city,,nature_aesthetic_na,,,,Frankenstein,Frankenstein,,,,,,,,,,,,,,,"""My first resolution was to quit Geneva for ever; my country, which, when I was happy and beloved, was dear to me, now, in my adversity, became hateful.""",,,,,,
145Genevav3ch7,46.2044,6.1432,145,,145,145,Geneva,Genéve,Genéve,loc_zone,anger,contempt,,,,,,,,,,,,,,,,action_physical_learningsolitary,action_physical_hiding,,,,,,,,,,,,,,,nature_setting_city,,nature_aesthetic_na,,,,Frankenstein,Frankenstein,,,,,,,,,,,,,,,"""When I quitted Geneva, my first labour was to gain some clue by which I might trace the steps of my fiendish enemy.""",,,,,,
145thecemeteryv3ch7,46.2044,6.1432,145,,145,146,cemetery,cemetery,cemetery,loc_zone,despair,contempt,,,,,,,,,,,,,,,,action_physical_learningsolitary,action_physical_confrontation,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_na,,nature_time_night,,Frankenstein,Frankenstein,Creature,,,,,,,,,,,,,,"""When I quitted Geneva, my first labour was to gain some clue by which I might trace the steps of my fiendish enemy... As night approached, I found myself at the entrance of the cemetery where William, Elizabeth, and my father reposed. I entered it an approached the tomb that marked their graves.""",,,,,,
156Englandv3ch7,51.5074,0.1278,156,,156,156,England,England,"England, UK",loc_topmarker,,,sadness,,,,,,,,,,,,,,,action_physical_learningsolitary,,action_physical_dialogue,,,,,,,,,,,,,,,,nature_aesthetic_na,,,,,Walton,Walton,Frankenstein,,,,,,,,,,,,,"""'They shout,"" I said, ""becasue they will soon return to England.""'",,,,,,
48genevav1ch6,46.201401,6.148595,48,,48,48,Geneva,Genève,Genève,loc_topmarker,despair,,,sadness,,,,,,,,,,,,,,action_physical_traveling,,,action_physical_dialogue,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_revulsion,nature_weather_clear,nature_time_night,nature_plain,Victor,Clerval,Victor,,,,William,Caroline,Stoics,Cato,,,,,,,"“I can offer you no consolation, my friend,” said he; “your disaster is irreparable. What do you intend to do?” “To go instantly to Geneva: come with me, Henry, to order the horses.” During our walk Clerval endeavoured to raise my spirits. He did not do this by common topics of consolation, but by exhibiting the truest sympathy. “Poor William!” said he, “that dear child; he now sleeps with his angel mother. His friends mourn and weep, but he is gentle form, and he knows no pain. He can no longer be a fit subject for pity; the survivors are the greatest sufferers, and for them time is the only consolation. Those maxims of the Stoics, that death was no evil, and that the mind of man ought to be superior to despair on the eternal absence of a beloved object, ought not to be urged. Even Cato wept over the dead body of his brother.” Clerval spoke thus as we hurried through the streets; the words impressed themselves on my mind, and I remembered them afterwards in solitude. But now, as soon as the horses arrived, I hurried in a cabriole, and bade farewell to my friend.” (Shelley 2012:48)",,,,,,
49thejurasv1ch6,46.270833,5.939444,49,,49,50,The Juras,Massif du Jura,Jura Mountains,loc_zone,sadness,,,,,,,,,,,,,,,,,action_physical_traveling,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_thunderstorm,nature_time_night,nature_mountain,Victor,Victor,,,,,Salêve,The Alps of Savoy,Lake Geneva,,,,,,,,"“I quitted my seat, and walked on, although the darkness and storm increased every minute, and the thunder burst with a terrific crash over my head. It was echoed from Salêve, the Juras, and the Alps of Savoy; vivid flashes of lightning dazzled my eyes, illuminating the lake, making it appear like a vast sheet of fire; then for an instant every thing seemed of a pitchy darkness, until the eye recovered itself from the preceding flash.” (Shelley 2012:49-50)",,,,,,
49salêvev1ch6,46.094167,6.140278,49,,49,51,Salêve,Mont Salêve,Mont Salêve,loc_zone,sadness,,,,,,,,,,,,,,,,,action_physical_traveling,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_thunderstorm,nature_time_night,nature_mountain,Victor,Victor,,,,,The Juras,The Alps of Savoy,Lake Geneva,,,,,,,,"“I quitted my seat, and walked on, although the darkness and storm increased every minute, and the thunder burst with a terrific crash over my head. It was echoed from Salêve, the Juras, and the Alps of Savoy; vivid flashes of lightning dazzled my eyes, illuminating the lake, making it appear like a vast sheet of fire; then for an instant every thing seemed of a pitchy darkness, until the eye recovered itself from the preceding flash.” (Shelley 2012:49-50)",,,,,,
49thealpsofsavoyv1ch6,46.160833,6.923056,49,,49,49,The Alps of Savoy,Préalpes de Savoie,Préalpes de Savoie,loc_zone,sadness,,,,,,,,,,,,,,,,,action_physical_traveling,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_thunderstorm,nature_time_night,nature_mountain,Victor,Victor,,,,,Salêve,The Juras,Lake Geneva,,,,,,,,"“I quitted my seat, and walked on, although the darkness and storm increased every minute, and the thunder burst with a terrific crash over my head. It was echoed from Salêve, the Juras, and the Alps of Savoy; vivid flashes of lightning dazzled my eyes, illuminating the lake, making it appear like a vast sheet of fire; then for an instant every thing seemed of a pitchy darkness, until the eye recovered itself from the preceding flash.” (Shelley 2012:49-50)",,,,,,
49genevav1ch6,46.201401,6.148595,49,,49,49,Geneva,Genève,Genève,loc_topmarker,sadness,,,,,,,,,,,,,,,,,action_physical_traveling,,,,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_night,nature_coastal,Victor,,,,,,,,,,,,,,,,"“By degrees the calm and heavenly scene restored me, and I continued my journey towards Geneva.” (Shelley 2012:49)",,,,,,
